Data Source,World Development Indicators,,,,,,,,,,,,
,,,,,,,,,,,,,
Last Updated Date,2025-10-07,,,,,,,,,,,,
,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.881,75.33,74.65,73.954,73.384,71.92,72.919,71.587,71.596,71.113
Cote d'Ivoire,CIV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,74.253,75.036,74.288,73.528,72.758,72.993,74.376,74.696,74.282,74.221
Cameroon,CMR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.786,76.345,75.939,75.518,75.053,73.978,73.711,74.401,74.287,74.069
"Congo, Dem. Rep.",COD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.744,69.678,69.596,69.635,69.732,66.723,69.329,68.907,68.583,68.522
"Congo, Rep.",COG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.746,69.883,69.916,69.882,69.78,68.454,68.668,69.675,69.694,69.673
Colombia,COL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,79.309,78.636,78.196,77.749,76.756,76.251,77.539,75.94,76.201,76.025
Comoros,COM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,56.987,57.458,57.793,58.043,58.326,58.461,59.112,59.919,59.71,59.914
Cabo Verde,CPV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.405,66.307,66.208,62.372,64.304,61.645,62.017,64.91,64.421,64.361
Costa Rica,CRI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.048,73.879,74.321,76.276,76.239,73.063,73.731,73.144,70.079,69.857
Caribbean small states,CSS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,73.1450123,72.38098157,72.02377077,71.82840708,70.66994205,67.61122017,67.69414139,67.96573929,67.66091,67.36283101
Cuba,CUB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.119,67.02,66.818,66.511,66.234,62.871,63.347,66.03,65.801,65.518
Curacao,CUW,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Cyprus,CYP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.161,69.181,69.774,71.077,72.073,72.361,73.367,73.985,73.286,73.055
Czechia,CZE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.957,68.293,68.405,68.543,68.284,67.807,67.691,67.869,67.929,67.612
Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.259,66.235,66.395,66.724,67.119,66.049,65.98,66.471,66.588,66.33
Djibouti,DJI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,47.943,47.416,46.859,46.288,45.733,44.74,44.832,45.82,45.924,45.813
Dominica,DMA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Denmark,DNK,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.106,65.906,66.007,66.258,66.928,66.497,67.317,67.549,67.788,67.752
Dominican Republic,DOM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.197,76.423,76.066,77.607,78.168,73.67,75.633,76.343,76.433,76.489
Algeria,DZA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.373,68.385,68.502,68.563,68.554,64.347,64.797,67.609,67.096,66.498
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.10028515,76.58982249,75.97365686,75.58041874,75.16220659,73.70366774,74.03722262,73.58044869,73.55425076,73.17981143
Early-demographic dividend,EAR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.83548743,76.57140674,76.32746194,76.15207026,75.89468754,74.35591617,74.77046149,75.40521626,75.55912716,75.62369111
East Asia & Pacific,EAS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.38067968,75.93410633,75.3980441,75.08027814,74.71895753,73.38882476,73.69078217,73.32133255,73.3021367,72.97151863
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.69156528,69.03927756,69.27381977,69.39282165,69.19579409,67.30070829,68.00348144,69.9444223,69.67192747,69.5973847
Europe & Central Asia,ECS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.50944005,66.61490732,66.66321858,66.69994325,66.48181482,65.50729063,65.88130843,66.39138572,66.27678275,66.01439252
Ecuador,ECU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,79.683,80.167,80.357,79.061,78.168,71.932,77.244,76.767,76.716,76.58
"Egypt, Arab Rep.",EGY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.97,70.044,67.582,68.037,68.387,68.47,70.223,70.272,70.174,69.926
Euro area,EMU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,63.3630832,63.26970837,63.28565828,63.32990347,63.26594517,62.29129667,62.58148116,63.09907612,63.14052848,62.88439112
Eritrea,ERI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,85.466,85.297,85.263,84.703,84.176,83.088,83.539,84.264,84.312,84.305
Spain,ESP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,64.916,64.455,64.109,63.698,63.507,62.168,62.739,63.189,62.815,62.406
Estonia,EST,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.954,70.071,70.518,70.703,69.864,69.809,69.372,70.791,70.788,70.444
Ethiopia,ETH,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,85.892,84.699,83.524,82.382,81.275,79.638,79.132,78.81,78.358,78.284
European Union,EUU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,63.58953496,63.56754643,63.70859026,63.76263417,63.77695653,63.00322897,63.3261316,63.75840444,63.76467887,63.51379942
Fragile and conflict affected situations,FCS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.59080479,75.35929043,75.10789698,74.74941461,74.23235139,73.16382927,72.82773452,73.91417187,74.17840087,74.09902745
Finland,FIN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,62.277,62.27,62.461,63.08,62.829,62.661,63.748,63.689,63.162,63.119
Fiji,FJI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.65,76.914,76.711,76.572,76.637,75.874,76.09,76.781,76.759,76.699
France,FRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,60.726,60.398,60.322,60.205,59.663,58.88,59.849,60.179,59.798,59.567
Faroe Islands,FRO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,58.897,59.262,59.689,60.068,60.262,56.348,56.972,60.402,60.325,60.123
United Kingdom,GBR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.075,68.013,67.796,67.97,67.428,67.063,66.096,66.317,66.421,66.286
Georgia,GEO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,80.401,80.912,77.501,73.827,72.856,73.314,70.127,72.824,72.801,72.646
Ghana,GHA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,73.527,72.304,71.038,69.755,68.473,66.793,65.934,65.078,65.043,64.571
Gibraltar,GIB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,64.91,64.766,64.614,64.452,64.278,63.644,63.922,63.452,63.11,62.956
"Gambia, The",GMB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,51.627,51.732,51.488,50.956,50.532,50.772,50.569,50.352,49.922,49.82
Guinea-Bissau,GNB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.768,70.505,70.196,69.841,69.465,68.798,69.116,69.425,69.445,69.344
Equatorial Guinea,GNQ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.243,67.432,67.5,67.421,67.179,63.526,64.096,67.008,66.886,66.596
Greece,GRC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,59.032,58.863,58.879,58.887,58.837,58.006,57.998,59.87,59.584,59.371
Grenada,GRD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.597,82.652,84.066,83.419,82.046,78.21,78.863,80.747,80.775,80.667
Guam,GUM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.464,68.473,68.422,68.494,68.301,66.702,66.975,68.595,68.629,68.626
Guyana,GUY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.601,68.791,67.999,67.379,62.829,62.21,62.435,60.88,60.194,59.833
High income,HIC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.54016875,68.63091861,68.62354407,68.67714902,68.63736311,67.6894025,67.826378,68.1585505,68.16796999,68.00315432
"Hong Kong SAR, China",HKG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.117,67.924,67.66,67.967,66.826,65.534,65.033,64.187,63.64,63.171
Honduras,HND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,81.628,80.727,82.952,83.117,82.065,73.02,75.588,79.301,75.067,74.92
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.87676743,75.42006246,74.73599381,74.54959799,74.34564198,73.16457348,73.47379906,73.81206808,74.34173625,74.24026829
Croatia,HRV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,59.199,57.8,58.266,57.491,57.71,58.197,58.765,58.997,57.862,57.634
Haiti,HTI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.13,70.031,69.921,69.834,69.837,69.176,69.247,70.473,70.66,70.602
Hungary,HUN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,63.3,64.526,65.396,65.891,66.412,66.42,66.896,67.477,67.891,67.873
IBRD only,IBD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.91867997,75.58541644,75.19908587,74.90546191,74.58347598,72.89860821,73.60889398,73.74999982,73.81715507,73.68568315
IDA & IBRD total,IBT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.09892052,75.79059702,75.43974448,75.1754148,74.86443436,73.41785849,74.00282183,74.16005048,74.23619191,74.1172244
IDA total,IDA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.77298309,76.5483344,76.3164869,76.14489541,75.85845182,75.22621858,75.3524836,75.53073501,75.65140796,75.55944134
IDA blend,IDB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,79.28499126,79.4799551,79.41465393,79.29820683,78.96331589,78.80408899,79.45395967,79.47430111,79.08536136,79.04871426
Indonesia,IDN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,82.488,81.772,81.528,82.251,82.6,81.673,79.741,81.549,81.46,81.42
IDA only,IDX,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.37345036,74.92240928,74.60499216,74.40834921,74.15443825,73.26817855,73.11153813,73.38022187,73.71035783,73.57467945
Isle of Man,IMN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
India,IND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,78.047,77.701,77.34,76.972,76.604,75.693,75.964,76.332,76.775,77.084
Not classified,INX,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.024,68.958,68.49,68.511,68.64,67.347,69.486,70.02,70.479,70.44
"Iran, Islamic Rep.",IRN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.629,69.296,70.274,70.615,70.431,68.192,68.214,67.241,66.781,66.329
Iraq,IRQ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,72.895,72.586,73.416,73.039,72.4,69.255,69.096,71.998,72.12,71.96
Iceland,ISL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,80.389,81.623,80.914,80.017,79.567,77.522,77.477,78.185,78.93,78.849
Israel,ISR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.233,71.09,70.924,70.197,69.547,67.56,67.073,68.493,68.169,68.151
Italy,ITA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,58.591,58.958,59.073,59.081,58.872,57.575,57.556,58.092,58.816,58.627
Jamaica,JAM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,72.697,72.427,72.974,72.894,74.337,72.332,73.242,74.744,74.847,74.996
Jordan,JOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,59.314,60.504,61.624,61.477,62.561,62.815,61.38,61.284,61.26,61.214
Japan,JPN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.209,70.365,70.437,71.084,71.316,71.352,71.269,71.356,71.461,71.588
Kazakhstan,KAZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.979,78.057,78.056,78.019,77.958,76.405,77.05,77.154,76.571,75.906
Kenya,KEN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.28,77.454,76.003,74.487,72.904,72.09,72.376,72.013,71.638,71.394
Kyrgyz Republic,KGZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.125,76.284,76,76.816,77.404,77.075,78.108,78.611,78.595,78.633
Cambodia,KHM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,86.355,88.076,86.849,87.444,88.032,87.832,85.798,86.526,86.468,86.46
Kiribati,KIR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,72.802,72.739,72.81,72.359,72.293,71.503,71.554,72.658,72.58,72.464
Kuwait,KWT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,87.188,87.303,87.411,87.319,87.2,82.123,83.837,88.413,88.593,88.42
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.00686406,76.7277895,76.67530009,76.53237349,76.48772499,72.35496256,74.89261648,75.59667154,75.33751912,75.19269387
Lao PDR,LAO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,63.873,63.709,63.542,64.873,66.219,67.061,68.534,70.642,70.601,70.74
Lebanon,LBN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.606,69.059,69.509,69.959,70.409,65.323,65.884,65.979,65.935,
Liberia,LBR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,82.173,82.077,81.981,81.854,81.682,80.903,81.05,81.675,81.687,81.656
Libya,LBY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,64.138,64.174,64.169,64.137,64.08,63.333,63.798,63.741,63.543,63.253
St. Lucia,LCA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.244,75.212,75.178,76.029,73.407,58.276,70.79,75.854,75.713,75.584
