Country Name,Country Code,Series Name,Series Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Angola,AGO,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,34.449,32.357,30.408,28.513,26.414,27.301,22.584,22.316,22.422,22.493
Angola,AGO,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,23.776,22.755,21.779,20.834,19.694,20.523,20.782,20.345,20.333,20.328
Angola,AGO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,29.133,27.574,26.109,24.687,23.064,23.921,21.685,21.332,21.379,21.412
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,17.528,17.369,17.158,16.892,16.547,16.614,15.781,14.736,14.671,14.581
Angola,AGO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.464,15.788,16.068,16.298,16.447,16.764,15.817,14.472,14.405,14.35
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.49,16.575,16.61,16.594,16.497,16.69,15.799,14.602,14.537,14.464
Antigua and Barbuda,ATG,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,23.889,23.39,22.834,22.599,21.716,23.693,18.571,17.845,16.738,16.739
Argentina,ARG,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,15.307,15.655,15.813,15.602,16.85,21.024,13.777,13.991,13.4,13.396
Argentina,ARG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,19.504,19.437,19.246,19.023,19.228,22.328,16.118,15.872,15.028,15.026
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.706,9.224,9.485,10.563,10.718,12.394,9.852,7.682,6.793,8.434
Argentina,ARG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.798,7.288,7.544,8.246,9.202,10.778,7.915,6.145,5.641,7.452
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139,7.876
Armenia,ARM,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,29.263,28.468,28.556,28.599,22.164,23.344,17.436,18.67,18.882,18.893
Armenia,ARM,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,31.25,30.716,30.483,30.403,29.746,28.736,29.437,25.513,25.76,25.791
Armenia,ARM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,30.251,29.599,29.536,29.522,26.037,26.084,23.488,22.11,22.344,22.375
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,19.185,17.494,17.488,20.239,19.191,17.233,15.236,12.668,12.542,12.768
Armenia,ARM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,17.326,17.742,17.923,17.682,17.391,19.164,15.711,14.099,13.957,13.896
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.261,17.617,17.704,18.966,18.304,18.175,15.469,13.379,13.245,13.329
Aruba,ABW,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,10.183,9.016,8.976,9.679,9.127,10.451,8.682,8.412,8.588,8.635
Australia,AUS,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,9.434,8.379,8.906,9.131,8.8,10.443,9.278,8.513,8.664,8.698
Australia,AUS,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,9.8,8.69,8.94,9.398,8.959,10.447,8.989,8.464,8.627,8.667
Australia,AUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.074,5.781,5.669,5.32,5.106,6.349,5.012,3.672,3.572,4
Australia,AUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.039,5.651,5.525,5.282,5.205,6.551,5.209,3.779,3.755,4.138
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.728,3.668,4.072
Austria,AUT,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,8.999,9.105,7.532,8.74,9.207,8.49,10.341,10.139,10.921,10.876
Austria,AUT,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,12.959,12.597,13.174,11.996,12.703,14.183,14.07,14.065,15.201,15.153
Austria,AUT,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,11.038,10.914,10.454,10.422,11.008,11.419,12.257,12.155,13.118,13.07
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.372,5.594,5.096,4.73,4.423,5.015,6.403,4.797,5.025,5.171
Austria,AUT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.179,6.476,5.969,5.11,4.679,5.364,6.508,5.163,5.476,5.676
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.264,5.439
Azerbaijan,AZE,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,9.113,8.074,7.146,6.177,5.516,6.685,5.9,5.387,5.423,5.429
Azerbaijan,AZE,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,2.991,2.591,2.209,1.919,1.781,2.022,1.97,1.842,1.864,1.872
Azerbaijan,AZE,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,6.049,5.319,4.664,4.033,3.624,4.301,3.874,3.546,3.565,3.564
Azerbaijan,AZE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.824,5.865,5.892,5.738,5.739,8.388,6.958,6.51,6.496,6.473
Azerbaijan,AZE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.058,4.106,4.094,4.056,4.26,6.092,5.119,4.788,4.778,4.72
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.96,5,5,4.9,5,7.24,6.04,5.65,5.636,5.594
"Bahamas, The",BHS,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,29.481,30.324,28.008,26.867,26.344,30.087,27.497,25.247,24.437,24.336
"Bahamas, The",BHS,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,12.964,12.669,10.262,12.457,12.451,17.727,15.182,13.126,12.469,12.164
"Bahamas, The",BHS,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,21.259,21.535,19.175,19.696,19.431,23.932,21.358,19.202,18.47,18.264
"Bahamas, The",BHS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.996,14.465,11.37,9.949,9.687,11.896,10.765,8.98,8.206,8.132
"Bahamas, The",BHS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.082,11.073,8.345,10.048,9.008,12.149,11.283,9.547,9.06,8.78
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12,12.7,9.8,10,9.336,12.027,11.032,9.272,8.643,8.463
Bahrain,BHR,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,21.95,21.4,20.973,20.553,19.969,21.996,21.807,19.519,18.147,17.956
Bahrain,BHR,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,5.563,5.53,5.543,5.223,4.705,6.255,6.513,4.922,4.174,3.945
Bahrain,BHR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.661,12.35,12.167,11.854,11.332,12.863,12.753,10.916,10.051,9.92
Bahrain,BHR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.77,3.912,3.975,3.978,4.014,5.204,4.595,4.233,3.823,3.654
Bahrain,BHR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.444,0.471,0.48,0.482,0.494,0.881,0.716,0.53,0.424,0.403
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.16,1.192,1.194,1.2,1.223,1.781,1.541,1.326,1.154,1.102
Bangladesh,BGD,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,46.958,47.763,44.774,45.229,45.509,46.884,46.616,47.288,47.455,47.848
Bangladesh,BGD,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,11.491,10.134,9.86,9.974,9.9,11.474,10.843,10.782,10.918,11.002
Bangladesh,BGD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,29.159,28.88,27.386,27.937,28.3,29.99,29.705,29.998,29.949,29.963
Bangladesh,BGD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.32,7.235,6.628,6.225,5.84,6.327,5.813,4.888,4.765,5.278
Bangladesh,BGD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.109,3.067,3.289,3.498,3.716,4.959,5.056,4.423,4.274,4.329
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.396,4.35,4.372,4.407,4.441,5.436,5.327,4.593,4.454,4.68
Barbados,BRB,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,26.632,25.849,25.382,24.883,23.879,25.784,24.584,23.976,23.696,23.685
Barbados,BRB,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,33.091,32.11,32.727,31.641,33.45,35.809,34.299,33.762,33.31,33.305
Barbados,BRB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,29.865,28.993,29.077,28.291,28.713,30.85,29.497,28.934,28.576,28.572
Barbados,BRB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.969,8.648,8.779,8.533,7.281,8.304,8.086,7.258,6.868,6.565
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.632,7.847,8.466,8.116,9.543,11.246,10.78,9.456,8.888,8.49
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.803,8.247,8.622,8.322,8.412,9.777,9.433,8.365,7.878,7.529
Belarus,BLR,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,5.39,5.277,4.611,5.897,5.654,5.763,4.833,5.129,5.242,5.283
Belarus,BLR,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,6.428,6.475,6.127,7.329,8.07,7.76,6.083,5.167,5.276,5.309
Belarus,BLR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,5.923,5.892,5.39,6.633,6.897,6.79,5.476,5.149,5.26,5.296
Belarus,BLR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.255,4.19,4.039,3.559,3.198,3.3,3.058,2.896,2.773,2.698
Belarus,BLR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.486,7.474,7.22,5.921,5.106,4.773,4.719,4.229,4.125,4.001
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.881,5.844,5.648,4.763,4.165,4.049,3.9,3.574,3.461,3.361
Belgium,BEL,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,11.815,9.711,9.429,10.021,8.716,9.523,5.667,6.315,5.734,5.776
Belgium,BEL,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,12.536,10.054,10.263,9.59,9.76,10.443,7.599,7.867,7.623,7.658
Belgium,BEL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.182,9.886,9.855,9.801,9.25,9.994,6.654,7.107,6.699,6.739
Belgium,BEL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.768,7.561,7.052,5.561,4.94,5.351,5.836,5.256,5.049,5.092
Belgium,BEL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.093,8.06,7.123,6.27,5.733,5.713,6.608,5.847,5.949,5.836
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.482,7.83,7.09,5.941,5.364,5.545,6.248,5.57,5.528,5.488
Belize,BLZ,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,41.393,39.801,40.029,37.675,35.166,36.785,35.41,34.789,34.586,34.664
Belize,BLZ,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,14.155,15.204,15.049,15.002,14.845,16.807,15.466,15.01,14.824,14.827
Belize,BLZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.679,27.378,27.378,26.189,24.884,26.686,25.331,24.76,24.528,24.562
Belize,BLZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,11.093,11.184,9.851,11.869,13.632,16.115,15.451,13.433,12.695,10.898
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.446,4.422,4.613,5.315,5.891,7.258,7.026,5.743,5.386,4.455
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.578,7,6.596,7.896,9.053,10.784,10.322,8.763,8.267,7
Benin,BEN,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,20.729,20.25,19.776,19.175,18.753,18.727,17.966,17.526,17.651,17.683
Benin,BEN,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,11.856,12.185,12.501,12.65,13.062,13.337,13.106,12.937,13.068,13.026
Benin,BEN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,16.228,16.157,16.083,15.862,15.863,15.99,15.498,15.196,15.325,15.32
Benin,BEN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.996,1.946,1.808,1.547,1.338,1.463,1.612,1.483,1.461,1.576
Benin,BEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.648,1.624,1.512,1.274,1.091,1.539,1.943,1.881,1.847,1.865
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.82,1.784,1.659,1.41,1.214,1.502,1.779,1.685,1.657,1.722
Bermuda,BMU,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,18.513,18.651,18.812,19.114,13.197,15.948,12.348,18.469,22.739,22.625
Bhutan,BTN,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,11.137,11.31,11.502,11.819,7.959,8.416,7.039,12.558,16.937,16.784
Bhutan,BTN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,14.474,14.638,14.84,15.188,10.405,11.968,9.563,15.385,19.723,19.592
Bhutan,BTN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.272,3.551,3.892,4.258,3.329,6.113,6.231,8.22,4.243,3.855
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.911,2.149,2.437,2.746,2.282,4.226,3.719,4.537,2.377,2.186
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.45,2.705,3.016,3.35,2.72,5.03,4.803,5.947,3.126,2.856
Bolivia,BOL,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,22.448,16.906,18.255,17.693,16.269,18.013,15.072,14.357,13.627,13.116
Bolivia,BOL,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,6.866,4.826,5.062,4.142,4.348,9.497,6.982,5.692,5.67,5.375
Bolivia,BOL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,14.561,10.792,11.577,10.834,10.235,13.702,10.976,9.969,9.597,9.194
Bolivia,BOL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.788,4.044,4.057,3.612,3.992,9.746,5.664,4.172,3.435,3.513
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.619,3.101,3.352,3.445,3.432,6.395,4.603,3.024,2.673,2.728
